party	UNP	SLFP	SLMP	(Didn't Vote or Rejected)
UNP	2805301.0	365782.0	129351.0	0.0
SLFP	0.0	2494803.0	0.0	0.0
JVP	0.0	0.0	0.0	0.0
ACTC	66531.0	0.0	107403.0	0.0
LSSP	2915.0	33914.0	21702.0	0.0
(Didn't Vote or Rejected)	0	0	9438.0	1715202.0
